学号,姓名,语文,数学,英语,物理,化学,生物
20244476,学生4476,73,91,41,90,100,62
20244477,学生4477,46,62,74,52,81,66
20244478,学生4478,65,63,80,66,46,67
20244479,学生4479,40,97,77,83,82,56
20244480,学生4480,56,86,67,77,45,60
20244481,学生4481,90,65,71,82,77,87
20244482,学生4482,82,82,50,69,42,97
20244483,学生4483,79,86,58,67,95,41
20244484,学生4484,98,64,66,79,77,66
20244485,学生4485,71,52,100,91,81,95
20244486,学生4486,57,66,77,42,61,71
20244487,学生4487,58,90,59,44,70,91
20244488,学生4488,79,86,43,96,59,97
20244489,学生4489,84,73,91,46,79,86
20244490,学生4490,46,67,41,75,65,56
20244491,学生4491,98,51,94,42,91,58
20244492,学生4492,62,92,84,58,64,82
20244493,学生4493,76,83,100,69,55,84
20244494,学生4494,55,83,63,82,74,89
20244495,学生4495,42,62,50,63,79,44
20244496,学生4496,64,87,94,100,40,99
20244497,学生4497,82,68,55,47,54,86
20244498,学生4498,94,84,62,43,47,40
20244499,学生4499,78,82,57,55,90,92
20244500,学生4500,64,83,57,78,87,73
20244501,学生4501,51,71,60,54,62,88
20244502,学生4502,77,61,59,76,58,82
20244503,学生4503,96,54,46,96,59,70
20244504,学生4504,55,65,99,53,82,47
20244505,学生4505,78,48,41,60,56,99
20244506,学生4506,51,100,75,73,94,41
20244507,学生4507,80,62,47,46,80,71
20244508,学生4508,78,87,64,96,53,75
20244509,学生4509,46,86,55,82,65,52
20244510,学生4510,44,43,79,86,42,98
20244511,学生4511,75,40,74,65,89,76
20244512,学生4512,44,53,99,76,78,50
20244513,学生4513,43,68,52,92,81,67
20244514,学生4514,43,49,65,57,72,76
20244515,学生4515,52,99,57,81,69,55
20244516,学生4516,91,54,71,89,44,60
20244517,学生4517,58,68,71,52,72,44
20244518,学生4518,97,42,41,57,50,96
20244519,学生4519,55,61,40,85,78,92
20244520,学生4520,42,41,54,80,90,76
20244521,学生4521,87,98,94,86,70,56
20244522,学生4522,88,49,63,87,82,86
20244523,学生4523,87,96,96,48,67,61
20244524,学生4524,48,65,73,81,63,59
20244525,学生4525,55,54,81,94,74,43
20244526,学生4526,51,81,66,78,100,96
20244527,学生4527,63,47,85,67,45,57
20244528,学生4528,87,76,88,51,58,81
20244529,学生4529,84,48,98,58,64,90
20244530,学生4530,42,53,77,49,62,52
20244531,学生4531,82,79,68,58,51,98
20244532,学生4532,65,93,95,61,72,66
20244533,学生4533,55,86,54,55,83,73
20244534,学生4534,53,93,64,74,78,58
20244535,学生4535,57,93,59,88,77,49
20244536,学生4536,60,93,98,75,87,52
20244537,学生4537,98,58,49,79,80,63
20244538,学生4538,62,78,79,77,69,73
20244539,学生4539,64,97,57,42,82,94
20244540,学生4540,79,73,92,55,78,70
20244541,学生4541,54,52,81,88,91,74
20244542,学生4542,52,74,92,84,81,58
20244543,学生4543,56,40,60,93,59,85
20244544,学生4544,84,96,91,75,40,84
20244545,学生4545,58,84,62,51,50,51
20244546,学生4546,79,49,71,51,47,91
20244547,学生4547,77,43,84,56,55,63
20244548,学生4548,80,53,46,44,61,67
20244549,学生4549,76,63,100,100,82,77
20244550,学生4550,42,40,99,92,73,76
20244551,学生4551,53,89,93,88,81,93
20244552,学生4552,65,98,65,57,90,77
20244553,学生4553,42,89,77,87,77,92
20244554,学生4554,54,48,62,46,52,84
20244555,学生4555,92,80,63,72,85,45
20244556,学生4556,75,47,71,83,67,73
20244557,学生4557,82,98,89,70,82,46
20244558,学生4558,95,88,84,89,73,47
20244559,学生4559,52,59,52,41,58,64
20244560,学生4560,47,83,44,70,75,57
20244561,学生4561,87,100,40,42,85,48
20244562,学生4562,43,73,83,83,73,73
20244563,学生4563,94,48,57,48,40,97
20244564,学生4564,45,94,93,62,85,68
20244565,学生4565,82,61,60,89,90,57
20244566,学生4566,47,41,72,78,42,52
20244567,学生4567,67,80,59,52,74,96
20244568,学生4568,52,58,99,49,60,48
20244569,学生4569,42,89,88,57,43,81
20244570,学生4570,98,56,93,50,87,48
20244571,学生4571,40,85,40,43,87,82
20244572,学生4572,98,60,97,46,47,57
20244573,学生4573,73,93,41,65,43,57
20244574,学生4574,45,77,82,51,86,62
20244575,学生4575,68,92,93,84,80,47
20244576,学生4576,77,47,72,40,67,40
20244577,学生4577,66,89,58,78,55,85
20244578,学生4578,90,58,41,85,72,51
20244579,学生4579,89,83,87,49,79,83
20244580,学生4580,40,58,61,59,70,45
20244581,学生4581,47,65,78,61,98,71
20244582,学生4582,70,71,69,62,43,55
20244583,学生4583,75,63,85,91,47,96
20244584,学生4584,67,50,55,50,52,70
20244585,学生4585,70,47,62,79,64,71
20244586,学生4586,92,73,58,49,94,66
20244587,学生4587,96,85,95,85,94,98
20244588,学生4588,99,67,48,49,56,91
20244589,学生4589,62,49,64,86,77,69
20244590,学生4590,61,59,78,51,74,62
20244591,学生4591,81,57,71,86,63,81
20244592,学生4592,66,89,57,50,86,81
20244593,学生4593,56,55,51,88,74,47
20244594,学生4594,90,70,41,80,90,88
20244595,学生4595,59,96,50,51,86,48
20244596,学生4596,52,73,57,62,45,60
20244597,学生4597,45,66,62,69,44,44
20244598,学生4598,46,53,72,46,53,80
20244599,学生4599,77,42,57,40,76,56
20244600,学生4600,58,76,76,40,60,41
20244601,学生4601,90,64,53,97,85,72
20244602,学生4602,75,75,46,92,51,85
20244603,学生4603,86,86,68,50,93,78
20244604,学生4604,46,96,41,42,77,57
20244605,学生4605,84,96,56,51,82,93
20244606,学生4606,71,68,70,90,96,68
20244607,学生4607,41,91,88,60,99,82
20244608,学生4608,97,98,51,91,100,76
20244609,学生4609,97,49,82,89,91,78
20244610,学生4610,56,90,48,85,59,68
20244611,学生4611,73,90,63,96,70,61
20244612,学生4612,76,63,59,77,65,52
20244613,学生4613,96,60,89,98,48,54
20244614,学生4614,54,79,52,76,72,60
20244615,学生4615,94,49,78,49,64,53
20244616,学生4616,66,87,57,96,96,88
20244617,学生4617,95,69,62,91,67,83
20244618,学生4618,91,81,60,56,96,87
20244619,学生4619,90,63,95,64,47,66
20244620,学生4620,73,46,95,41,82,46
20244621,学生4621,98,96,99,87,59,63
20244622,学生4622,93,49,60,98,80,54
20244623,学生4623,41,40,57,44,74,82
20244624,学生4624,74,61,96,40,76,40
20244625,学生4625,95,95,81,71,84,73
20244626,学生4626,84,51,89,40,96,63
20244627,学生4627,97,84,99,68,89,45
20244628,学生4628,95,49,49,50,82,89
20244629,学生4629,66,44,78,80,87,84
20244630,学生4630,96,52,97,81,47,97
20244631,学生4631,62,40,56,59,66,73
20244632,学生4632,69,60,69,49,50,63
20244633,学生4633,90,95,100,90,76,51
20244634,学生4634,60,75,89,44,74,81
20244635,学生4635,93,73,73,75,99,79
20244636,学生4636,57,85,56,51,40,60
20244637,学生4637,73,85,90,53,97,79
20244638,学生4638,47,54,85,52,51,46
20244639,学生4639,70,96,69,59,67,85
20244640,学生4640,58,46,99,79,96,88
20244641,学生4641,57,46,43,56,82,68
20244642,学生4642,58,57,59,89,97,96
20244643,学生4643,88,76,68,90,78,100
20244644,学生4644,66,56,40,52,91,91
20244645,学生4645,65,99,89,67,48,81
20244646,学生4646,45,89,70,78,47,40
20244647,学生4647,68,51,48,95,64,82
20244648,学生4648,51,78,87,49,84,52
20244649,学生4649,64,94,62,79,41,90
20244650,学生4650,54,44,58,80,87,70
20244651,学生4651,40,85,61,59,78,69
20244652,学生4652,71,80,50,90,42,87
20244653,学生4653,79,80,84,45,97,88
20244654,学生4654,65,97,48,100,81,40
20244655,学生4655,69,83,76,96,64,54
20244656,学生4656,41,60,41,66,43,48
20244657,学生4657,61,59,81,85,69,78
20244658,学生4658,68,73,45,46,51,65
20244659,学生4659,65,61,82,42,85,91
20244660,学生4660,79,49,45,71,72,100
20244661,学生4661,91,80,47,60,52,77
20244662,学生4662,93,66,62,42,83,58
20244663,学生4663,52,72,48,75,78,82
20244664,学生4664,73,57,93,62,79,57
20244665,学生4665,52,50,89,64,85,42
20244666,学生4666,48,59,50,55,43,51
20244667,学生4667,55,47,99,59,86,49
20244668,学生4668,44,56,58,41,71,58
20244669,学生4669,47,98,68,71,45,61
20244670,学生4670,96,62,77,64,53,49
20244671,学生4671,61,73,70,63,45,49
20244672,学生4672,93,88,50,73,82,55
20244673,学生4673,98,77,52,81,55,92
20244674,学生4674,95,64,73,52,80,84
20244675,学生4675,92,46,71,97,64,49
20244676,学生4676,53,59,90,73,80,85
20244677,学生4677,77,82,83,84,50,89
20244678,学生4678,89,82,60,94,53,86
20244679,学生4679,61,86,94,80,91,66
20244680,学生4680,70,62,99,89,40,87
20244681,学生4681,74,70,60,93,81,81
20244682,学生4682,83,44,58,79,42,62
20244683,学生4683,53,88,71,77,44,77
20244684,学生4684,71,50,90,82,66,73
20244685,学生4685,75,78,54,75,100,46
20244686,学生4686,65,84,74,50,58,41
20244687,学生4687,80,54,79,67,57,78
20244688,学生4688,40,97,73,50,66,64
20244689,学生4689,81,76,42,90,73,64
20244690,学生4690,40,76,74,88,98,55
20244691,学生4691,75,63,78,87,70,76
20244692,学生4692,54,44,51,71,59,87
20244693,学生4693,87,82,96,67,42,70
20244694,学生4694,83,48,70,45,61,75
20244695,学生4695,41,82,97,86,75,54
20244696,学生4696,55,42,74,64,89,53
20244697,学生4697,92,40,59,67,55,61
20244698,学生4698,67,61,52,47,54,42
20244699,学生4699,61,98,66,90,52,95
20244700,学生4700,96,99,42,89,70,70
20244701,学生4701,79,79,72,63,57,51
20244702,学生4702,100,70,100,45,91,71
20244703,学生4703,55,91,45,55,46,56
20244704,学生4704,59,46,47,75,60,54
20244705,学生4705,91,43,64,46,48,86
20244706,学生4706,47,93,64,64,54,90
20244707,学生4707,65,63,81,48,68,91
20244708,学生4708,48,61,53,89,69,48
20244709,学生4709,100,70,53,40,55,86
20244710,学生4710,79,98,87,44,63,78
20244711,学生4711,45,64,94,82,71,47
20244712,学生4712,57,89,59,60,58,89
20244713,学生4713,65,80,94,47,62,82
20244714,学生4714,66,72,65,79,98,41
20244715,学生4715,67,47,48,62,90,53
20244716,学生4716,40,75,77,65,40,44
20244717,学生4717,40,70,65,68,91,62
20244718,学生4718,51,91,64,90,55,45
20244719,学生4719,97,62,55,89,94,69
20244720,学生4720,84,93,89,62,43,53
20244721,学生4721,52,72,62,86,60,80
20244722,学生4722,87,50,87,95,87,46
20244723,学生4723,79,44,43,44,84,56
20244724,学生4724,60,72,81,63,44,52
20244725,学生4725,46,66,98,79,62,77
20244726,学生4726,49,62,58,48,78,73
20244727,学生4727,50,86,86,60,100,73
20244728,学生4728,86,60,61,43,41,63
20244729,学生4729,43,48,86,70,86,64
20244730,学生4730,84,56,53,86,90,85
20244731,学生4731,78,51,46,73,98,43
20244732,学生4732,85,82,61,42,77,98
20244733,学生4733,97,79,42,41,76,45
20244734,学生4734,81,100,53,91,76,73
20244735,学生4735,68,90,76,40,97,51
20244736,学生4736,81,58,91,80,75,90
20244737,学生4737,59,87,87,97,91,66
20244738,学生4738,69,78,62,78,57,73
20244739,学生4739,57,54,94,42,50,48
20244740,学生4740,42,77,69,87,67,70
20244741,学生4741,94,77,45,79,93,63
20244742,学生4742,57,87,58,40,52,65
20244743,学生4743,41,84,96,83,43,73
20244744,学生4744,80,52,56,54,98,41
20244745,学生4745,58,99,70,77,63,45
20244746,学生4746,80,95,82,52,95,81
20244747,学生4747,62,66,94,79,68,43
20244748,学生4748,43,95,61,100,53,42
20244749,学生4749,44,75,64,90,97,68
20244750,学生4750,80,68,56,70,75,83
20244751,学生4751,70,62,88,67,60,93
20244752,学生4752,45,41,94,97,47,43
20244753,学生4753,89,54,68,55,93,84
20244754,学生4754,97,75,64,82,83,50
20244755,学生4755,86,77,84,85,47,58
20244756,学生4756,85,65,99,67,62,42
20244757,学生4757,78,60,42,80,96,56
20244758,学生4758,72,65,100,64,84,41
20244759,学生4759,87,86,50,48,67,99
20244760,学生4760,93,48,71,43,74,84
20244761,学生4761,74,56,63,67,55,84
20244762,学生4762,85,58,48,52,43,74
20244763,学生4763,80,100,94,92,54,86
20244764,学生4764,96,70,100,81,50,48
20244765,学生4765,43,42,46,43,77,99
20244766,学生4766,78,84,65,89,86,56
20244767,学生4767,77,48,100,74,78,46
20244768,学生4768,81,76,52,52,59,54
20244769,学生4769,55,64,90,83,80,86
20244770,学生4770,74,40,73,58,60,73
20244771,学生4771,63,80,87,82,83,70
20244772,学生4772,65,89,99,94,62,66
20244773,学生4773,45,77,98,46,93,48
20244774,学生4774,66,90,98,49,51,99
20244775,学生4775,61,99,80,95,63,90
20244776,学生4776,68,96,54,50,62,72
20244777,学生4777,77,60,96,85,82,99
20244778,学生4778,49,82,100,84,72,50
20244779,学生4779,60,48,43,42,67,46
20244780,学生4780,70,48,83,54,80,77
20244781,学生4781,60,86,83,44,97,85
20244782,学生4782,86,99,48,46,97,61
20244783,学生4783,46,66,84,86,91,49
20244784,学生4784,76,64,85,74,98,63
20244785,学生4785,51,40,82,42,80,67
20244786,学生4786,71,43,67,66,91,100
20244787,学生4787,58,69,50,70,73,67
20244788,学生4788,80,80,76,93,83,68
20244789,学生4789,58,98,50,48,51,77
20244790,学生4790,61,56,94,47,92,83
20244791,学生4791,57,76,67,42,50,47
20244792,学生4792,97,76,97,64,58,92
20244793,学生4793,64,47,47,92,90,55
20244794,学生4794,55,96,82,82,41,57
20244795,学生4795,66,98,97,85,46,60
20244796,学生4796,50,52,63,63,61,90
20244797,学生4797,90,57,50,41,63,93
20244798,学生4798,60,61,45,71,72,68
20244799,学生4799,96,61,82,56,73,75
20244800,学生4800,48,78,74,44,95,43
20244801,学生4801,100,92,100,60,59,85
20244802,学生4802,65,45,59,89,40,84
20244803,学生4803,82,62,45,82,83,60
20244804,学生4804,100,64,83,64,40,76
20244805,学生4805,62,50,52,62,77,60
20244806,学生4806,61,83,100,61,97,85
20244807,学生4807,72,51,55,60,81,77
20244808,学生4808,53,49,62,76,49,88
20244809,学生4809,57,72,87,42,64,94
20244810,学生4810,90,97,51,92,86,92
20244811,学生4811,88,71,74,59,59,41
20244812,学生4812,64,73,44,54,46,88
20244813,学生4813,82,85,53,60,68,65
20244814,学生4814,45,78,49,54,58,69
20244815,学生4815,86,65,65,71,49,43
20244816,学生4816,93,66,92,81,65,66
20244817,学生4817,74,67,97,52,71,79
20244818,学生4818,42,64,62,69,66,69
20244819,学生4819,91,86,46,65,96,99
20244820,学生4820,100,90,48,77,62,89
20244821,学生4821,53,59,69,82,92,50
20244822,学生4822,77,44,45,64,62,81
20244823,学生4823,69,44,69,57,93,43
20244824,学生4824,40,80,58,64,99,40
20244825,学生4825,68,51,67,93,76,40
20244826,学生4826,46,48,41,72,66,90
20244827,学生4827,57,54,45,92,50,84
20244828,学生4828,61,83,96,71,99,97
20244829,学生4829,48,73,97,99,69,41
20244830,学生4830,49,78,50,78,100,67
20244831,学生4831,93,49,70,70,92,65
20244832,学生4832,97,87,76,49,88,75
20244833,学生4833,64,85,83,88,67,97
20244834,学生4834,61,91,73,98,49,89
20244835,学生4835,80,49,62,57,70,58
20244836,学生4836,92,81,59,89,72,62
20244837,学生4837,76,95,95,63,47,59
20244838,学生4838,54,49,55,93,99,93
20244839,学生4839,50,76,87,65,100,72
20244840,学生4840,63,44,88,91,83,72
20244841,学生4841,41,62,99,78,57,63
20244842,学生4842,71,73,60,89,91,85
20244843,学生4843,61,52,81,61,80,47
20244844,学生4844,51,68,54,68,91,78
20244845,学生4845,41,73,43,52,52,52
20244846,学生4846,57,83,74,99,81,75
20244847,学生4847,72,50,64,49,70,42
20244848,学生4848,68,99,69,57,86,80
20244849,学生4849,40,81,59,86,69,40
20244850,学生4850,83,75,42,75,70,40
20244851,学生4851,48,43,43,100,86,48
20244852,学生4852,49,62,67,50,82,96
20244853,学生4853,62,77,63,64,76,93
20244854,学生4854,89,88,81,65,67,90
20244855,学生4855,96,63,57,63,66,61
20244856,学生4856,77,57,92,49,82,98
20244857,学生4857,98,74,72,99,67,94
20244858,学生4858,56,77,67,85,94,59
20244859,学生4859,45,87,62,47,49,96
20244860,学生4860,45,73,72,92,51,99
20244861,学生4861,100,50,54,73,92,41
20244862,学生4862,75,79,98,65,97,95
20244863,学生4863,66,87,46,79,54,71
20244864,学生4864,66,60,49,84,47,85
20244865,学生4865,71,46,75,73,50,46
20244866,学生4866,100,41,92,51,53,96
20244867,学生4867,51,83,48,79,77,84
20244868,学生4868,77,80,69,77,81,84
20244869,学生4869,41,100,46,55,70,41
20244870,学生4870,79,75,43,78,79,58
20244871,学生4871,65,62,95,58,97,89
20244872,学生4872,76,51,90,48,78,86
20244873,学生4873,69,94,66,44,56,77
20244874,学生4874,61,80,61,87,65,62
20244875,学生4875,100,54,94,56,60,82
20244876,学生4876,80,91,62,90,50,62
20244877,学生4877,98,88,97,61,88,85
20244878,学生4878,72,71,99,46,74,84
20244879,学生4879,64,42,94,58,64,73
20244880,学生4880,81,69,91,73,85,76
20244881,学生4881,49,54,84,54,52,71
20244882,学生4882,75,48,96,48,90,57
20244883,学生4883,81,79,57,53,79,40
20244884,学生4884,57,44,70,88,49,85
20244885,学生4885,80,77,91,98,52,72
20244886,学生4886,94,40,92,53,80,70
20244887,学生4887,100,40,49,74,74,85
20244888,学生4888,83,47,96,78,72,79
20244889,学生4889,52,73,73,53,95,68
20244890,学生4890,94,60,92,86,73,65
20244891,学生4891,40,88,60,69,49,97
20244892,学生4892,48,40,53,44,67,61
20244893,学生4893,78,77,72,45,99,72
20244894,学生4894,86,83,81,69,62,58
20244895,学生4895,93,49,41,43,49,94
20244896,学生4896,65,58,59,100,80,64
20244897,学生4897,68,62,58,43,87,43
20244898,学生4898,53,70,79,80,77,74
20244899,学生4899,97,41,83,99,54,95
20244900,学生4900,90,49,81,52,86,86
20244901,学生4901,90,61,62,79,54,91
20244902,学生4902,64,41,74,99,80,65
20244903,学生4903,41,96,87,77,73,94
20244904,学生4904,72,46,45,93,49,93
20244905,学生4905,91,53,100,83,71,60
20244906,学生4906,68,100,59,50,51,41
20244907,学生4907,50,81,90,93,45,67
20244908,学生4908,68,55,97,76,89,74
20244909,学生4909,90,76,94,63,44,92
20244910,学生4910,88,94,42,58,44,88
20244911,学生4911,68,49,70,98,64,75
20244912,学生4912,44,95,88,82,60,96
20244913,学生4913,97,99,47,58,48,85
20244914,学生4914,87,64,75,50,59,51
20244915,学生4915,88,76,42,45,83,49
20244916,学生4916,89,78,75,74,64,58
20244917,学生4917,86,70,87,44,79,69
20244918,学生4918,57,67,70,98,95,99
20244919,学生4919,50,76,57,48,95,70
20244920,学生4920,47,46,64,51,92,42
20244921,学生4921,75,62,70,94,66,42
20244922,学生4922,50,61,57,83,73,73
20244923,学生4923,73,57,94,59,96,76
20244924,学生4924,94,43,91,43,43,90
20244925,学生4925,72,100,82,85,83,56
20244926,学生4926,68,76,60,95,85,55
20244927,学生4927,77,89,65,56,55,50
20244928,学生4928,57,99,65,73,83,96
20244929,学生4929,100,96,93,64,71,47
20244930,学生4930,94,97,50,59,73,63
20244931,学生4931,67,59,42,99,53,45
20244932,学生4932,62,59,89,64,51,88
20244933,学生4933,45,89,65,83,84,68
20244934,学生4934,79,58,70,52,56,67
20244935,学生4935,62,55,77,57,69,53
20244936,学生4936,87,84,68,46,47,77
20244937,学生4937,100,50,67,50,76,57
20244938,学生4938,84,74,72,56,47,65
20244939,学生4939,98,91,49,48,74,87
20244940,学生4940,66,41,44,89,46,42
20244941,学生4941,88,46,90,40,64,52
20244942,学生4942,47,70,80,58,40,65
20244943,学生4943,65,66,55,96,58,90
20244944,学生4944,80,79,67,45,74,45
20244945,学生4945,78,51,86,52,86,100
20244946,学生4946,75,78,53,86,53,96
20244947,学生4947,49,98,91,69,95,91
20244948,学生4948,68,49,77,93,69,76
20244949,学生4949,88,80,99,46,53,51
20244950,学生4950,83,52,90,55,68,44
20244951,学生4951,41,47,73,82,76,95
20244952,学生4952,98,89,73,83,79,81
20244953,学生4953,86,43,62,98,72,44
20244954,学生4954,88,78,91,53,93,87
20244955,学生4955,40,56,99,42,42,90
20244956,学生4956,68,73,49,70,67,66
20244957,学生4957,88,75,84,65,80,80
20244958,学生4958,94,70,72,54,75,93
20244959,学生4959,50,40,79,44,47,45
20244960,学生4960,54,75,55,89,52,84
20244961,学生4961,69,41,50,84,69,43
20244962,学生4962,42,56,42,71,71,51
20244963,学生4963,49,73,81,85,83,72
20244964,学生4964,45,81,76,56,55,88
20244965,学生4965,99,51,91,92,95,91
20244966,学生4966,91,80,98,81,63,93
20244967,学生4967,58,94,89,88,74,69
20244968,学生4968,44,94,82,100,89,60
20244969,学生4969,86,44,82,77,80,100
20244970,学生4970,69,81,43,85,91,43
20244971,学生4971,50,56,99,44,71,79
20244972,学生4972,52,95,62,85,63,90
20244973,学生4973,98,84,48,94,90,93
20244974,学生4974,56,96,54,100,61,89
20244975,学生4975,89,62,41,73,80,76
20244976,学生4976,96,60,90,89,81,50
20244977,学生4977,71,97,92,43,41,79
20244978,学生4978,48,76,70,100,76,96
20244979,学生4979,78,56,61,47,56,92
20244980,学生4980,45,42,97,96,77,65
20244981,学生4981,99,96,53,63,44,91
20244982,学生4982,71,46,41,47,51,73
20244983,学生4983,42,62,48,45,49,54
20244984,学生4984,76,72,73,56,58,49
20244985,学生4985,47,95,55,51,70,80
20244986,学生4986,96,76,62,63,97,98
20244987,学生4987,89,45,41,90,51,73
20244988,学生4988,83,46,71,70,99,92
20244989,学生4989,73,73,70,54,83,82
20244990,学生4990,95,46,70,40,48,55
20244991,学生4991,61,99,55,55,71,88
20244992,学生4992,72,49,93,42,94,62
